,date,mean
154,2013-11-30,-0.09763846956391653
155,2013-12-31,0.0
156,2014-01-31,-0.08004270767353638
157,2014-02-28,-0.05715841383994835
158,2014-03-31,-0.12516314295400655
159,2014-04-30,0.4489502200479034
160,2014-05-31,-0.2947995402206445
161,2014-06-30,0.13353139262452274
162,2014-07-31,0.8219800524029139
163,2014-08-31,0.07410797215372078
164,2014-09-30,-0.6146755651184499
165,2014-10-31,-0.2090917978585587
166,2014-11-30,0.04546237407675768
167,2014-12-31,0.163629423781801
168,2015-01-31,0.14058195062118983
169,2015-02-28,-0.05043085362689226
170,2015-03-31,-0.23180161405732314
171,2015-04-30,0.4198538455602634
172,2015-05-31,-0.37729423114146776
173,2015-06-30,0.45953232937844035
174,2015-07-31,0.24397763821705176
175,2015-08-31,0.46871413841586396
